action step s r x y
[step] 1930 1 0 97 57
[step] 1931 2 0 97 56
[step] 1932 2 0 98 56
[step] 1933 2 0 99 56
[step] 1934 2 0 99 55
[step] 1935 2 0 100 55
[return] 1936 3 0 100 55
[return] 1937 3 0 100 55
[return] 1938 3 0 100 55
[return] 1939 3 0 100 55
[return] 1940 3 0 100 55
[return] 1941 3 0 100 55
[return] 1942 3 0 99 55
[return] 1943 1 0 98 55
[step] 1944 1 0 97 55
[step] 1945 1 0 97 54
[step] 1946 2 0 96 54
[step] 1947 2 0 96 53
[step] 1948 2 0 96 54
[step] 1949 1 0 96 55
[step] 1950 1 0 95 55
[step] 1951 1 0 95 56
[step] 1952 1 0 94 56
[step] 1953 1 0 93 56
[step] 1954 1 0 93 57
[step] 1955 1 0 92 57
[step] 1956 1 0 91 57
[step] 1957 1 0 91 58
[step] 1958 1 0 91 57
[step] 1959 1 0 90 57
[step] 1960 1 0 89 57
[step] 1961 2 0 89 56
[step] 1962 2 0 89 57
[step] 1963 2 0 90 57
[step] 1964 2 0 90 58
[step] 1965 2 0 91 58
[step] 1966 2 0 92 58
[step] 1967 2 0 93 58
[step] 1968 1 0 94 58
[step] 1969 1 0 94 59
[step] 1970 1 0 93 59
[step] 1971 2 0 93 60
[step] 1972 2 0 94 60
[step] 1973 2 0 94 61
[step] 1974 2 0 95 61
[step] 1975 2 0 96 61
[step] 1976 2 0 97 61
[step] 1977 2 0 97 60
[step] 1978 1 0 97 61
[step] 1979 1 0 96 61
[step] 1980 1 0 95 61
[step] 1981 1 0 94 61
[step] 1982 1 0 93 61
[step] 1983 1 0 92 61
[step] 1984 1 0 91 61
[step] 1985 1 0 90 61
[step] 1986 1 0 89 61
[step] 1987 1 0 88 61
[step] 1988 1 0 87 61
[step] 1989 1 0 86 61
[step] 1990 1 0 85 61
[step] 1991 1 0 84 61
[step] 1992 1 0 83 61
[step] 1993 2 0 83 60
[step] 1994 2 0 83 61
[step] 1995 2 0 84 61
[step] 1996 2 0 84 60
[step] 1997 2 0 85 60
[step] 1998 2 0 86 60
[step] 1999 1 0 87 60
[step] 2000 1 0 86 60
[step] 2001 1 0 86 61
[step] 2002 1 0 85 61
[step] 2003 1 0 84 61
[step] 2004 1 0 83 61
[step] 2005 1 0 82 61
[step] 2006 2 0 81 61
[step] 2007 2 0 82 61
[step] 2008 2 0 83 61
[step] 2009 2 0 84 61
[step] 2010 1 0 84 60
[step] 2011 1 0 84 59
[step] 2012 1 0 83 59
[step] 2013 1 0 82 59
[step] 2014 2 0 82 60
[step] 2015 1 0 82 61
[step] 2016 1 0 82 60
[step] 2017 2 0 81 60
[step] 2018 2 0 82 60
[step] 2019 2 0 82 61
[step] 2020 2 0 83 61
[step] 2021 2 0 83 60
[step] 2022 2 0 84 60
[step] 2023 2 0 85 60
[step] 2024 2 0 86 60
[step] 2025 1 0 87 60
[step] 2026 2 0 86 60
[step] 2027 1 0 87 60
[step] 2028 1 0 87 61
[step] 2029 1 0 86 61
[step] 2030 1 0 86 62
[step] 2031 1 0 85 62
[step] 2032 1 0 85 63
[step] 2033 1 0 84 63
[step] 2034 1 0 83 63
[step] 2035 1 0 83 62
[step] 2036 1 0 83 61
[step] 2037 1 0 82 61
[step] 2038 1 0 81 61
[step] 2039 1 0 81 62
[step] 2040 1 0 80 62
[step] 2041 1 0 79 62
[step] 2042 1 0 78 62
[step] 2043 1 0 77 62
[step] 2044 2 0 76 62
[step] 2045 2 0 77 62
[step] 2046 2 0 77 63
[step] 2047 2 0 78 63
[step] 2048 2 0 79 63
[step] 2049 2 0 80 63
[step] 2050 2 0 80 64
[step] 2051 2 0 81 64
[step] 2052 2 0 82 64
[step] 2053 2 0 82 63
[step] 2054 2 0 83 63
[step] 2055 1 0 84 63
[step] 2056 1 0 84 62
[step] 2057 1 0 83 62
[step] 2058 1 0 83 61
[step] 2059 1 0 82 61
[step] 2060 1 0 82 60
[step] 2061 2 0 82 61
[step] 2062 2 0 83 61
[step] 2063 2 0 84 61
[step] 2064 2 0 85 61
[step] 2065 2 0 86 61
[step] 2066 2 0 87 61
[step] 2067 2 0 88 61
[step] 2068 1 0 89 61
[step] 2069 1 0 89 62
[step] 2070 1 0 88 62
[step] 2071 1 0 88 63
[step] 2072 1 0 88 64
[step] 2073 1 0 88 63
[step] 2074 1 0 88 64
[step] 2075 1 0 88 63
[step] 2076 1 0 88 64
[step] 2077 1 0 87 64
[step] 2078 1 0 86 64
[step] 2079 1 0 85 64
[step] 2080 1 0 84 64
[step] 2081 1 0 83 64
[step] 2082 1 0 82 64
[step] 2083 1 0 82 63
[step] 2084 1 0 82 62
[step] 2085 1 0 81 62
[step] 2086 1 0 80 62
[step] 2087 1 0 79 62
[step] 2088 1 0 78 62
[step] 2089 1 0 77 62
[step] 2090 2 0 77 63
[step] 2091 2 0 78 63
[step] 2092 2 0 78 64
[step] 2093 1 0 79 64
[step] 2094 1 0 78 64
[step] 2095 1 0 77 64
[step] 2096 1 0 77 65
[step] 2097 1 0 76 65
[step] 2098 1 0 75 65
[step] 2099 1 0 75 64
[step] 2100 1 0 74 64
[step] 2101 1 0 73 64
[step] 2102 1 0 73 65
[step] 2103 1 0 73 64
[step] 2104 1 0 72 64
[step] 2105 1 0 71 64
[step] 2106 1 0 70 64
[step] 2107 1 0 70 65
[step] 2108 1 0 70 66
[step] 2109 1 0 69 66
[step] 2110 1 0 68 66
[step] 2111 1 0 67 66
[step] 2112 1 0 66 66
[step] 2113 2 0 65 66
[step] 2114 2 0 66 66
[step] 2115 2 0 67 66
[step] 2116 2 0 68 66
[step] 2117 2 0 69 66
[step] 2118 2 0 69 67
[step] 2119 2 0 70 67
[step] 2120 2 0 70 68
[step] 2121 2 0 71 68
[step] 2122 2 0 71 69
[step] 2123 2 0 72 69
[step] 2124 2 0 72 70
[step] 2125 2 0 73 70
[step] 2126 2 0 74 70
[step] 2127 2 0 74 69
[step] 2128 2 0 74 68
[step] 2129 2 0 75 68
[step] 2130 2 0 75 67
[step] 2131 2 0 76 67
[step] 2132 2 0 77 67
[step] 2133 2 0 77 68
[step] 2134 2 0 77 67
[step] 2135 2 0 78 67
[step] 2136 1 0 78 66
[step] 2137 1 0 78 67
[step] 2138 1 0 77 67
[step] 2139 1 0 77 66
[step] 2140 1 0 77 67
[step] 2141 1 0 76 67
[step] 2142 1 0 76 66
[step] 2143 1 0 76 65
[step] 2144 1 0 75 65
[step] 2145 1 0 74 65
[step] 2146 2 0 74 66
[step] 2147 2 0 74 67
[step] 2148 2 0 75 67
[step] 2149 2 0 75 68
[step] 2150 2 0 75 67
[step] 2151 2 0 76 67
[step] 2152 2 0 77 67
[step] 2153 2 0 78 67
[step] 2154 2 0 79 67
[step] 2155 2 0 80 67
[step] 2156 2 0 81 67
[step] 2157 2 0 82 67
[step] 2158 2 0 83 67
[step] 2159 2 0 84 67
[step] 2160 2 0 85 67
[step] 2161 2 0 85 66
[step] 2162 2 0 85 67
[step] 2163 2 0 85 66
[step] 2164 1 0 85 65
[step] 2165 1 0 84 65
[step] 2166 2 0 83 65
[step] 2167 2 0 84 65
[step] 2168 2 0 85 65
[step] 2169 2 0 86 65
[step] 2170 2 0 87 65
[step] 2171 2 0 88 65
[step] 2172 2 0 89 65
[step] 2173 2 0 90 65
[step] 2174 2 0 91 65
[step] 2175 2 0 91 66
[step] 2176 2 0 92 66
[step] 2177 2 0 93 66
[step] 2178 2 0 94 66
[step] 2179 2 0 95 66
[step] 2180 2 0 95 65
[step] 2181 2 0 95 66
[step] 2182 2 0 96 66
[step] 2183 2 0 96 65
[step] 2184 1 0 97 65
[step] 2185 1 0 96 65
[step] 2186 1 0 95 65
[step] 2187 1 0 95 64
[step] 2188 1 0 94 64
[step] 2189 1 0 94 65
[step] 2190 1 0 94 66
[step] 2191 1 0 93 66
[step] 2192 1 0 92 66
[step] 2193 1 0 92 65
[step] 2194 1 0 91 65
[step] 2195 1 0 90 65
[step] 2196 1 0 89 65
[step] 2197 1 0 89 64
[step] 2198 1 0 88 64
[step] 2199 1 0 87 64
[step] 2200 1 0 86 64
[step] 2201 1 0 86 63
[step] 2202 1 0 85 63
[step] 2203 2 0 85 62
[step] 2204 2 0 86 62
[step] 2205 2 0 87 62
[step] 2206 2 0 88 62
[step] 2207 2 0 88 63
[step] 2208 2 0 89 63
[step] 2209 2 0 90 63
[step] 2210 2 0 91 63
[step] 2211 2 0 92 63
[step] 2212 2 0 93 63
[step] 2213 2 0 94 63
[step] 2214 2 0 94 64
[step] 2215 2 0 95 64
[step] 2216 2 0 96 64
[step] 2217 2 0 96 65
[step] 2218 2 0 96 66
[step] 2219 2 0 97 66
[step] 2220 2 0 98 66
[step] 2221 2 0 99 66
[step] 2222 2 0 100 66
[return] 2223 3 0 100 66
[return] 2224 3 0 100 66
[return] 2225 3 0 100 66
[return] 2226 3 0 100 66
[return] 2227 3 0 100 66
[return] 2228 3 0 100 66
[return] 2229 3 0 100 66
[return] 2230 3 0 100 66
[return] 2231 3 0 100 66
[return] 2232 3 0 100 66
[return] 2233 3 0 100 66
[return] 2234 3 0 100 66
[return] 2235 3 0 100 66
[return] 2236 3 0 100 66
[return] 2237 3 0 99 66
[return] 2238 1 0 98 66
[step] 2239 1 0 97 66
[step] 2240 1 0 96 66
[step] 2241 1 0 96 65
[step] 2242 2 0 95 65
[step] 2243 2 0 96 65
[step] 2244 2 0 97 65
[step] 2245 2 0 98 65
[step] 2246 2 0 99 65
[step] 2247 2 0 100 65
[return] 2248 3 0 100 65
[return] 2249 3 0 100 65
[return] 2250 3 0 100 65
[return] 2251 3 0 100 65
[return] 2252 3 0 99 65
[return] 2253 1 0 98 65
[step] 2254 1 0 98 64
[step] 2255 1 0 97 64
[step] 2256 1 0 97 65
[step] 2257 1 0 96 65
[step] 2258 1 0 96 64
[step] 2259 1 0 95 64
[step] 2260 1 0 94 64
[step] 2261 1 0 94 65
[step] 2262 1 0 93 65
[step] 2263 1 0 92 65
[step] 2264 1 0 92 64
[step] 2265 1 0 91 64
[step] 2266 1 0 90 64
[step] 2267 1 0 89 64
[step] 2268 1 0 89 63
[step] 2269 1 0 88 63
[step] 2270 1 0 88 62
[step] 2271 1 0 87 62
[step] 2272 1 0 86 62
[step] 2273 1 0 85 62
[step] 2274 1 0 84 62
[step] 2275 1 0 83 62
[step] 2276 1 0 82 62
[step] 2277 1 0 82 61
[step] 2278 1 0 81 61
[step] 2279 1 0 80 61
[step] 2280 1 0 79 61
[step] 2281 1 0 78 61
[step] 2282 1 0 77 61
[step] 2283 1 0 76 61
[step] 2284 1 0 75 61
[step] 2285 1 0 74 61
[step] 2286 1 0 73 61
[step] 2287 1 0 72 61
[step] 2288 1 0 71 61
[step] 2289 1 0 71 62
[step] 2290 1 0 70 62
[step] 2291 1 0 69 62
[step] 2292 1 0 69 61
[step] 2293 1 0 69 62
[step] 2294 1 0 68 62
[step] 2295 1 0 67 62
[step] 2296 1 0 66 62
[step] 2297 1 0 66 63
[step] 2298 1 0 66 62
[step] 2299 1 0 65 62
[step] 2300 1 0 64 62
[step] 2301 1 0 64 63
[step] 2302 1 0 63 63
[step] 2303 1 0 62 63
[step] 2304 2 0 61 63
[step] 2305 2 0 61 64
[step] 2306 2 0 61 65
[step] 2307 2 0 62 65
[step] 2308 2 0 62 66
[step] 2309 2 0 62 67
[step] 2310 2 0 63 67
[step] 2311 2 0 64 67
[step] 2312 2 0 65 67
[step] 2313 2 0 65 68
[step] 2314 2 0 65 67
[step] 2315 2 0 65 68
[step] 2316 2 0 66 68
[step] 2317 2 0 66 69
[step] 2318 2 0 67 69
[step] 2319 2 0 67 68
[step] 2320 2 0 68 68
[step] 2321 2 0 69 68
[step] 2322 2 0 70 68
[step] 2323 2 0 70 69
[step] 2324 2 0 71 69
[step] 2325 2 0 72 69
[step] 2326 2 0 73 69
[step] 2327 2 0 74 69
[step] 2328 2 0 75 69
[step] 2329 2 0 76 69
[step] 2330 1 0 77 69
[step] 2331 1 0 76 69
[step] 2332 1 0 75 69
[step] 2333 2 0 75 70
[step] 2334 2 0 76 70
[step] 2335 1 0 77 70
[step] 2336 1 0 77 71
[step] 2337 1 0 76 71
[step] 2338 1 0 75 71
[step] 2339 1 0 75 70
[step] 2340 1 0 75 71
[step] 2341 2 0 75 70
[step] 2342 2 0 75 71
[step] 2343 1 0 75 72
[step] 2344 1 0 74 72
[step] 2345 2 0 73 72
[step] 2346 2 0 73 73
[step] 2347 2 0 73 74
[step] 2348 2 0 74 74
[step] 2349 2 0 75 74
[step] 2350 2 0 75 73
[step] 2351 2 0 76 73
[step] 2352 2 0 77 73
[step] 2353 2 0 78 73
[step] 2354 2 0 78 74
[step] 2355 2 0 79 74
[step] 2356 2 0 80 74
[step] 2357 1 0 81 74
[step] 2358 1 0 80 74
[step] 2359 1 0 79 74
[step] 2360 1 0 78 74
[step] 2361 1 0 77 74
[step] 2362 2 0 77 73
[step] 2363 1 0 78 73
[step] 2364 1 0 77 73
[step] 2365 1 0 77 72
[step] 2366 1 0 76 72
[step] 2367 1 0 76 73
[step] 2368 1 0 76 72
[step] 2369 1 0 76 73
[step] 2370 1 0 75 73
[step] 2371 2 0 74 73
[step] 2372 2 0 75 73
[step] 2373 2 0 75 74
[step] 2374 2 0 76 74
[step] 2375 2 0 77 74
[step] 2376 2 0 78 74
[step] 2377 1 0 79 74
[step] 2378 1 0 79 75
[step] 2379 1 0 78 75
[step] 2380 1 0 78 74
[step] 2381 1 0 78 73
[step] 2382 1 0 77 73
[step] 2383 1 0 76 73
[step] 2384 1 0 75 73
[step] 2385 1 0 75 72
[step] 2386 1 0 75 73
[step] 2387 1 0 74 73
[step] 2388 1 0 73 73
[step] 2389 1 0 72 73
[step] 2390 1 0 71 73
[step] 2391 1 0 70 73
[step] 2392 2 0 70 72
[step] 2393 2 0 71 72
[step] 2394 2 0 72 72
[step] 2395 2 0 72 73
[step] 2396 2 0 72 74
[step] 2397 2 0 73 74
[step] 2398 2 0 73 73
[step] 2399 2 0 73 74
[step] 2400 2 0 73 73
[step] 2401 2 0 74 73
[step] 2402 1 0 74 74
[step] 2403 1 0 73 74
[step] 2404 1 0 72 74
[step] 2405 1 0 71 74
[step] 2406 1 0 70 74
[step] 2407 1 0 70 75
[step] 2408 1 0 69 75
[step] 2409 2 0 68 75
[step] 2410 1 0 68 76
[step] 2411 1 0 67 76
[step] 2412 1 0 67 77
[step] 2413 1 0 67 76
[step] 2414 1 0 66 76
[step] 2415 1 0 65 76
[step] 2416 1 0 65 75
[step] 2417 1 0 65 76
[step] 2418 1 0 64 76
[step] 2419 2 0 63 76
[step] 2420 2 0 64 76
[step] 2421 2 0 64 77
[step] 2422 2 0 65 77
[step] 2423 2 0 65 78
[step] 2424 2 0 66 78
[step] 2425 2 0 66 79
[step] 2426 1 0 67 79
[step] 2427 2 0 66 79
[step] 2428 2 0 66 80
[step] 2429 2 0 66 81
[step] 2430 2 0 66 80
[step] 2431 2 0 66 81
[step] 2432 2 0 67 81
[step] 2433 2 0 68 81
[step] 2434 2 0 69 81
[step] 2435 1 0 70 81
[step] 2436 1 0 69 81
[step] 2437 2 0 68 81
[step] 2438 2 0 69 81
[step] 2439 2 0 69 82
[step] 2440 2 0 69 83
[step] 2441 2 0 70 83
[step] 2442 2 0 71 83
[step] 2443 2 0 72 83
[step] 2444 2 0 72 82
[step] 2445 2 0 73 82
[step] 2446 2 0 74 82
[step] 2447 2 0 75 82
[step] 2448 2 0 76 82
[step] 2449 2 0 77 82
[step] 2450 2 0 77 83
[step] 2451 2 0 78 83
[step] 2452 2 0 79 83
[step] 2453 2 0 80 83
[step] 2454 2 0 81 83
[step] 2455 2 0 81 84
[step] 2456 1 0 82 84
[step] 2457 1 0 81 84
[step] 2458 1 0 80 84
[step] 2459 1 0 80 83
[step] 2460 2 0 79 83
[step] 2461 2 0 79 82
[step] 2462 2 0 80 82
[step] 2463 2 0 81 82
[step] 2464 2 0 82 82
[step] 2465 2 0 82 81
[step] 2466 2 0 83 81
[step] 2467 2 0 84 81
[step] 2468 2 0 84 82
[step] 2469 2 0 84 81
[step] 2470 2 0 85 81
[step] 2471 2 0 86 81
[step] 2472 2 0 87 81
[step] 2473 2 0 88 81
[step] 2474 2 0 88 82
[step] 2475 1 0 89 82
[step] 2476 1 0 88 82
[step] 2477 1 0 88 83
[step] 2478 1 0 88 82
[step] 2479 1 0 87 82
[step] 2480 1 0 86 82
[step] 2481 1 0 86 81
[step] 2482 1 0 85 81
[step] 2483 1 0 84 81
[step] 2484 2 0 83 81
[step] 2485 2 0 84 81
[step] 2486 2 0 84 82
[step] 2487 2 0 84 81
[step] 2488 2 0 85 81
[step] 2489 2 0 86 81
[step] 2490 2 0 86 82
[step] 2491 2 0 87 82
[step] 2492 1 0 87 83
[step] 2493 1 0 87 84
[step] 2494 1 0 87 85
[step] 2495 1 0 86 85
[step] 2496 1 0 86 86
[step] 2497 1 0 85 86
[step] 2498 2 0 84 86
[step] 2499 2 0 84 85
[step] 2500 1 0 84 86
[step] 2501 1 0 84 87
[step] 2502 1 0 83 87
[step] 2503 1 0 82 87
[step] 2504 2 0 81 87
[step] 2505 2 0 81 86
[step] 2506 2 0 82 86
[step] 2507 2 0 83 86
[step] 2508 2 0 83 87
[step] 2509 2 0 84 87
[step] 2510 2 0 85 87
[step] 2511 2 0 86 87
[step] 2512 2 0 87 87
[step] 2513 1 0 88 87
[step] 2514 2 0 87 87
[step] 2515 2 0 88 87
[step] 2516 2 0 88 88
[step] 2517 2 0 88 89
[step] 2518 2 0 88 88
[step] 2519 2 0 88 87
[step] 2520 2 0 89 87
[step] 2521 2 0 89 88
[step] 2522 2 0 90 88
[step] 2523 2 0 91 88
[step] 2524 2 0 92 88
[step] 2525 2 0 93 88
[step] 2526 2 0 94 88
[step] 2527 2 0 94 87
[step] 2528 2 0 95 87
[step] 2529 2 0 96 87
[step] 2530 2 0 97 87
[step] 2531 2 0 98 87
[step] 2532 2 0 99 87
[step] 2533 2 0 100 87
[return] 2534 3 0 99 87
[return] 2535 1 0 98 87
[step] 2536 1 0 98 86
[step] 2537 2 0 97 86
[step] 2538 2 0 98 86
[step] 2539 1 0 98 87
[step] 2540 1 0 97 87
[step] 2541 2 0 97 86
[step] 2542 2 0 97 87
[step] 2543 1 0 98 87
[step] 2544 1 0 97 87
[step] 2545 1 0 96 87
[step] 2546 1 0 96 88
[step] 2547 1 0 95 88
[step] 2548 2 0 94 88
[step] 2549 2 0 95 88
[step] 2550 2 0 96 88
[step] 2551 2 0 96 89
[step] 2552 2 0 97 89
[step] 2553 2 0 98 89
[step] 2554 2 0 99 89
[step] 2555 2 0 99 90
[step] 2556 2 0 100 90
[return] 2557 3 0 100 90
[return] 2558 3 0 100 90
[return] 2559 3 0 100 90
[return] 2560 3 0 100 90
[return] 2561 3 0 100 90
[return] 2562 3 0 99 90
[return] 2563 1 0 98 90
[step] 2564 1 0 97 90
[step] 2565 1 0 96 90
[step] 2566 1 0 95 90
[step] 2567 1 0 94 90
[step] 2568 1 0 93 90
[step] 2569 1 0 92 90
[step] 2570 1 0 91 90
[step] 2571 1 0 90 90
[step] 2572 1 0 89 90
[step] 2573 1 0 88 90
[step] 2574 1 0 88 91
[step] 2575 1 0 87 91
[step] 2576 1 0 87 90
[step] 2577 2 0 86 90
[step] 2578 1 0 87 90
[step] 2579 2 0 87 91
[step] 2580 2 0 87 92
[step] 2581 2 0 88 92
[step] 2582 2 0 89 92
[step] 2583 2 0 90 92
[step] 2584 2 0 90 91
[step] 2585 1 0 91 91
[step] 2586 1 0 90 91
[step] 2587 1 0 89 91
[step] 2588 1 0 88 91
[step] 2589 1 0 88 90
[step] 2590 1 0 88 89
[step] 2591 1 0 88 88
[step] 2592 1 0 88 87
[step] 2593 1 0 87 87
[step] 2594 1 0 86 87
[step] 2595 1 0 85 87
[step] 2596 1 0 84 87
[step] 2597 1 0 83 87
[step] 2598 1 0 82 87
[step] 2599 1 0 81 87
[step] 2600 1 0 81 86
[step] 2601 2 0 81 87
[step] 2602 2 0 82 87
[step] 2603 2 0 83 87
[step] 2604 2 0 84 87
[step] 2605 2 0 85 87
[step] 2606 2 0 86 87
[step] 2607 2 0 86 88
[step] 2608 2 0 87 88
[step] 2609 2 0 87 89
[step] 2610 1 0 88 89
[step] 2611 1 0 88 90
[step] 2612 2 0 88 91
[step] 2613 2 0 88 90
[step] 2614 2 0 89 90
[step] 2615 1 0 90 90
[step] 2616 1 0 89 90
[step] 2617 1 0 88 90
[step] 2618 1 0 88 89
[step] 2619 1 0 87 89
[step] 2620 1 0 86 89
[step] 2621 1 0 85 89
[step] 2622 1 0 84 89
[step] 2623 1 0 83 89
[step] 2624 2 0 83 90
[step] 2625 2 0 84 90
[step] 2626 2 0 84 89
[step] 2627 1 0 84 88
[step] 2628 1 0 83 88
[step] 2629 1 0 82 88
[step] 2630 1 0 81 88
[step] 2631 1 0 80 88
[step] 2632 1 0 80 87
[step] 2633 1 0 79 87
[step] 2634 1 0 79 86
[step] 2635 1 0 79 85
[step] 2636 1 0 79 86
[step] 2637 1 0 78 86
[step] 2638 1 0 78 87
[step] 2639 1 0 77 87
[step] 2640 1 0 77 86
[step] 2641 1 0 76 86
[step] 2642 1 0 76 87
[step] 2643 1 0 75 87
[step] 2644 1 0 75 86
[step] 2645 1 0 74 86
[step] 2646 1 0 73 86
[step] 2647 2 0 73 85
[step] 2648 2 0 73 86
[step] 2649 2 0 74 86
[step] 2650 2 0 75 86
[step] 2651 1 0 76 86
[step] 2652 1 0 76 87
[step] 2653 1 0 75 87
[step] 2654 2 0 74 87
[step] 2655 2 0 75 87
[step] 2656 2 0 76 87
[step] 2657 2 0 77 87
[step] 2658 2 0 78 87
[step] 2659 2 0 79 87
[step] 2660 2 0 80 87
[step] 2661 2 0 80 86
[step] 2662 2 0 81 86
[step] 2663 2 0 82 86
[step] 2664 2 0 83 86
[step] 2665 1 0 84 86
[step] 2666 1 0 83 86
[step] 2667 2 0 83 87
[step] 2668 2 0 84 87
[step] 2669 2 0 85 87
[step] 2670 2 0 85 88
[step] 2671 2 0 85 87
[step] 2672 1 0 86 87
[step] 2673 1 0 85 87
[step] 2674 1 0 84 87
[step] 2675 1 0 84 86
[step] 2676 1 0 83 86
[step] 2677 1 0 82 86
[step] 2678 1 0 81 86
[step] 2679 1 0 81 87
[step] 2680 1 0 81 86
[step] 2681 1 0 80 86
[step] 2682 1 0 79 86
[step] 2683 1 0 78 86
[step] 2684 1 0 77 86
[step] 2685 2 0 76 86
[step] 2686 2 0 77 86
[step] 2687 2 0 78 86
[step] 2688 2 0 79 86
[step] 2689 2 0 80 86
[step] 2690 2 0 81 86
[step] 2691 2 0 81 87
[step] 2692 2 0 82 87
[step] 2693 2 0 83 87
[step] 2694 2 0 84 87
[step] 2695 2 0 85 87
[step] 2696 2 0 85 88
[step] 2697 2 0 86 88
[step] 2698 2 0 86 87
[step] 2699 2 0 87 87
[step] 2700 1 0 88 87
[step] 2701 1 0 87 87
[step] 2702 1 0 86 87
[step] 2703 1 0 86 86
[step] 2704 1 0 86 87
[step] 2705 1 0 85 87
[step] 2706 2 0 84 87
[step] 2707 2 0 85 87
[step] 2708 2 0 86 87
[step] 2709 2 0 87 87
[step] 2710 2 0 87 86
[step] 2711 2 0 88 86
[step] 2712 2 0 89 86
[step] 2713 2 0 89 85
[step] 2714 2 0 90 85
[step] 2715 2 0 91 85
[step] 2716 1 0 92 85
[step] 2717 1 0 91 85
[step] 2718 2 0 90 85
[step] 2719 1 0 91 85
[step] 2720 1 0 91 84
[step] 2721 2 0 91 85
[step] 2722 2 0 92 85
[step] 2723 2 0 93 85
[step] 2724 2 0 94 85
[step] 2725 2 0 95 85
[step] 2726 1 0 96 85
[step] 2727 2 0 95 85
[step] 2728 1 0 96 85
[step] 2729 1 0 95 85
[step] 2730 1 0 94 85
[step] 2731 1 0 93 85
[step] 2732 1 0 92 85
[step] 2733 1 0 91 85
[step] 2734 1 0 90 85
[step] 2735 1 0 89 85
[step] 2736 1 0 88 85
[step] 2737 1 0 88 86
[step] 2738 1 0 87 86
[step] 2739 1 0 86 86
[step] 2740 2 0 85 86
[step] 2741 2 0 86 86
[step] 2742 2 0 87 86
[step] 2743 2 0 87 87
[step] 2744 2 0 88 87
[step] 2745 2 0 88 86
[step] 2746 2 0 89 86
[step] 2747 2 0 90 86
[step] 2748 2 0 90 87
[step] 2749 1 0 91 87
[step] 2750 1 0 91 86
[step] 2751 1 0 90 86
[step] 2752 1 0 89 86
[step] 2753 1 0 89 87
[step] 2754 1 0 88 87
[step] 2755 1 0 87 87
[step] 2756 1 0 86 87
[step] 2757 2 0 85 87
[step] 2758 2 0 85 88
[step] 2759 1 0 86 88
[step] 2760 2 0 85 88
[step] 2761 2 0 86 88
[step] 2762 2 0 87 88
[step] 2763 2 0 87 87
[step] 2764 2 0 87 86
[step] 2765 2 0 88 86
[step] 2766 2 0 89 86
[step] 2767 2 0 89 87
[step] 2768 2 0 90 87
[step] 2769 2 0 91 87
[step] 2770 2 0 91 86
[step] 2771 2 0 91 85
[step] 2772 2 0 92 85
[step] 2773 2 0 93 85
[step] 2774 2 0 93 84
[step] 2775 2 0 94 84
[step] 2776 1 0 95 84
[step] 2777 1 0 94 84
[step] 2778 1 0 93 84
[step] 2779 1 0 92 84
[step] 2780 1 0 91 84
[step] 2781 2 0 91 83
[step] 2782 2 0 92 83
[step] 2783 1 0 93 83
[step] 2784 1 0 93 82
[step] 2785 1 0 92 82
[step] 2786 1 0 91 82
[step] 2787 1 0 90 82
[step] 2788 2 0 89 82
[step] 2789 2 0 90 82
[step] 2790 2 0 91 82
[step] 2791 2 0 92 82
[step] 2792 2 0 93 82
[step] 2793 2 0 94 82
[step] 2794 1 0 94 83
[step] 2795 1 0 93 83
[step] 2796 1 0 93 84
[step] 2797 1 0 92 84
[step] 2798 1 0 91 84
[step] 2799 1 0 91 85
[step] 2800 1 0 90 85
[step] 2801 1 0 89 85
[step] 2802 1 0 88 85
[step] 2803 1 0 88 86
[step] 2804 1 0 87 86
[step] 2805 1 0 87 87
[step] 2806 1 0 87 86
[step] 2807 1 0 87 85
[step] 2808 1 0 86 85
[step] 2809 1 0 86 84
[step] 2810 1 0 85 84
[step] 2811 1 0 85 83
[step] 2812 1 0 85 82
[step] 2813 1 0 85 81
[step] 2814 1 0 84 81
[step] 2815 1 0 84 80
[step] 2816 1 0 83 80
[step] 2817 1 0 82 80
[step] 2818 1 0 81 80
[step] 2819 1 0 81 79
[step] 2820 1 0 80 79
[step] 2821 1 0 79 79
[step] 2822 1 0 79 80
[step] 2823 2 0 79 81
[step] 2824 2 0 79 80
[step] 2825 2 0 80 80
[step] 2826 2 0 81 80
[step] 2827 2 0 82 80
[step] 2828 2 0 83 80
[step] 2829 2 0 84 80
[step] 2830 2 0 85 80
[step] 2831 2 0 86 80
[step] 2832 2 0 86 81
[step] 2833 1 0 86 80
[step] 2834 1 0 85 80
[step] 2835 1 0 84 80
[step] 2836 1 0 83 80
[step] 2837 1 0 83 81
[step] 2838 1 0 82 81
[step] 2839 1 0 82 80
[step] 2840 1 0 81 80
[step] 2841 1 0 80 80
[step] 2842 1 0 80 79
[step] 2843 1 0 79 79
[step] 2844 1 0 79 80
[step] 2845 1 0 78 80
[step] 2846 1 0 77 80
[step] 2847 1 0 76 80
[step] 2848 1 0 75 80
[step] 2849 1 0 74 80
[step] 2850 1 0 73 80
[step] 2851 1 0 72 80
[step] 2852 1 0 72 81
[step] 2853 1 0 71 81
[step] 2854 1 0 70 81
[step] 2855 1 0 70 80
[step] 2856 2 0 69 80
[step] 2857 2 0 70 80
[step] 2858 2 0 71 80
[step] 2859 2 0 72 80
[step] 2860 2 0 73 80
[step] 2861 2 0 74 80
